age;job;marital;education;balance;housing;loan;contact;day;month;duration;campaign;pdays;poutcome;y
34;management;single;tertiary;127;0;0;cellular;27;aug;63;6;-1;unknown;0
51;blue-collar;married;primary;3726;0;1;cellular;27;aug;119;12;-1;unknown;0
40;entrepreneur;married;primary;324;1;0;cellular;27;aug;205;6;-1;unknown;0
38;technician;divorced;secondary;-453;0;1;cellular;27;aug;15;9;-1;unknown;0
56;blue-collar;married;secondary;605;0;1;cellular;27;aug;157;6;-1;unknown;0
31;technician;married;secondary;522;1;1;cellular;27;aug;308;4;-1;unknown;0
34;technician;single;tertiary;-552;1;0;cellular;27;aug;312;12;-1;unknown;0
43;housemaid;married;tertiary;0;0;0;cellular;27;aug;103;6;-1;unknown;0
43;technician;divorced;secondary;-414;0;0;cellular;27;aug;590;4;-1;unknown;0
57;technician;married;secondary;104;0;0;cellular;27;aug;86;5;-1;unknown;0
39;management;married;tertiary;1041;0;0;cellular;27;aug;116;7;-1;unknown;0
45;blue-collar;married;primary;692;1;1;cellular;27;aug;102;4;-1;unknown;0
60;technician;married;tertiary;91;0;0;cellular;27;aug;105;4;-1;unknown;0
46;technician;married;unknown;312;0;0;cellular;27;aug;129;4;-1;unknown;0
46;services;married;secondary;236;0;0;cellular;27;aug;320;28;-1;unknown;0
35;technician;married;secondary;-1459;1;0;cellular;27;aug;28;14;-1;unknown;0
42;technician;married;secondary;314;0;0;cellular;27;aug;11;22;-1;unknown;0
50;blue-collar;married;primary;157;0;0;cellular;27;aug;50;4;-1;unknown;0
55;admin.;married;secondary;1232;0;0;cellular;27;aug;97;7;-1;unknown;0
55;technician;married;secondary;570;0;0;cellular;27;aug;94;6;-1;unknown;0
33;unemployed;divorced;secondary;385;0;0;telephone;27;aug;29;28;-1;unknown;0
54;blue-collar;married;primary;946;0;0;cellular;27;aug;116;9;-1;unknown;0
31;management;married;tertiary;607;0;0;cellular;27;aug;200;5;-1;unknown;0
41;admin.;married;secondary;875;0;1;cellular;27;aug;247;6;-1;unknown;0
55;blue-collar;married;secondary;328;0;1;cellular;27;aug;335;4;-1;unknown;0
46;management;married;secondary;0;0;0;cellular;27;aug;38;6;-1;unknown;0
52;technician;married;secondary;470;0;0;cellular;27;aug;60;8;-1;unknown;0
34;management;single;tertiary;-2;0;0;cellular;27;aug;57;6;-1;unknown;0
56;retired;married;primary;-1;0;0;cellular;27;aug;89;23;-1;unknown;0
44;technician;single;secondary;-34;0;1;cellular;27;aug;14;13;-1;unknown;0
46;admin.;married;secondary;979;0;0;cellular;27;aug;34;15;-1;unknown;0
39;management;divorced;tertiary;81;1;1;cellular;27;aug;49;4;-1;unknown;0
49;management;married;tertiary;2809;1;0;cellular;27;aug;152;9;-1;unknown;0
36;management;married;tertiary;0;0;0;telephone;27;aug;645;9;-1;unknown;1
40;management;single;tertiary;269;1;0;cellular;27;aug;97;4;-1;unknown;0
34;technician;married;secondary;1057;0;1;cellular;27;aug;176;10;-1;unknown;0
60;services;married;primary;0;0;0;cellular;27;aug;114;9;-1;unknown;0
45;technician;married;secondary;34;0;0;telephone;27;aug;96;7;-1;unknown;0
38;student;married;secondary;134;0;0;cellular;27;aug;91;8;-1;unknown;0
38;self-employed;married;tertiary;526;0;0;cellular;27;aug;86;11;-1;unknown;0
32;self-employed;single;secondary;356;1;0;cellular;27;aug;511;6;-1;unknown;0
32;admin.;married;tertiary;157;0;0;cellular;27;aug;300;4;-1;unknown;0
43;technician;married;secondary;-705;1;0;cellular;27;aug;125;6;-1;unknown;0
36;self-employed;married;secondary;96;0;0;cellular;27;aug;125;15;-1;unknown;0
58;retired;married;secondary;413;0;0;cellular;27;aug;104;5;-1;unknown;0
31;self-employed;single;tertiary;1788;0;0;cellular;27;aug;212;15;-1;unknown;0
58;retired;married;unknown;911;0;0;cellular;27;aug;178;4;-1;unknown;0
42;technician;married;secondary;9324;0;0;cellular;27;aug;67;4;-1;unknown;0
35;technician;married;secondary;198;0;0;cellular;27;aug;282;13;-1;unknown;0
30;management;single;tertiary;2;0;0;cellular;27;aug;19;21;-1;unknown;0
36;management;married;tertiary;0;0;0;cellular;27;aug;558;11;-1;unknown;0
42;self-employed;married;secondary;105;0;0;cellular;27;aug;85;4;-1;unknown;0
59;technician;divorced;secondary;330;0;0;cellular;27;aug;27;5;-1;unknown;0
30;technician;single;secondary;194;0;1;cellular;27;aug;60;3;-1;unknown;0
33;technician;married;tertiary;48;0;0;cellular;27;aug;34;14;-1;unknown;0
47;blue-collar;married;primary;209;0;0;cellular;27;aug;77;6;-1;unknown;0
38;management;single;tertiary;194;0;0;cellular;27;aug;561;2;-1;unknown;0
51;blue-collar;married;primary;-17;0;0;cellular;27;aug;134;6;-1;unknown;0
31;blue-collar;single;secondary;183;0;0;cellular;27;aug;120;4;-1;unknown;0
46;self-employed;married;primary;49;0;0;cellular;27;aug;197;6;-1;unknown;0
37;technician;divorced;tertiary;39;0;0;cellular;27;aug;74;3;-1;unknown;0
34;technician;single;secondary;391;0;0;cellular;27;aug;214;8;-1;unknown;0
44;management;married;tertiary;1138;0;0;cellular;27;aug;523;3;-1;unknown;1
53;self-employed;married;tertiary;837;0;0;cellular;27;aug;160;4;-1;unknown;0
30;management;single;tertiary;890;0;0;cellular;27;aug;16;18;-1;unknown;0
59;retired;married;primary;213;0;0;cellular;27;aug;184;3;-1;unknown;0
49;blue-collar;married;secondary;24;0;1;cellular;27;aug;168;3;-1;unknown;0
48;technician;married;secondary;164;0;0;cellular;27;aug;76;4;-1;unknown;0
47;technician;divorced;secondary;598;0;0;cellular;27;aug;120;8;-1;unknown;0
44;housemaid;married;secondary;2541;0;0;cellular;27;aug;138;3;-1;unknown;0
34;management;married;tertiary;255;0;0;cellular;27;aug;78;9;-1;unknown;0
34;management;divorced;tertiary;0;1;0;cellular;27;aug;36;7;-1;unknown;0
41;technician;married;secondary;417;0;0;cellular;27;aug;77;3;-1;unknown;0
49;technician;married;secondary;410;0;0;cellular;27;aug;117;7;-1;unknown;0
37;housemaid;married;primary;309;0;0;cellular;27;aug;11;15;-1;unknown;0
32;management;divorced;tertiary;4393;0;0;cellular;27;aug;88;3;-1;unknown;0
51;services;married;secondary;7;0;0;cellular;27;aug;18;18;-1;unknown;0
41;management;married;tertiary;852;1;1;cellular;27;aug;157;10;-1;unknown;0
55;retired;married;secondary;120;0;0;cellular;27;aug;43;3;-1;unknown;0
32;technician;married;tertiary;1868;0;0;cellular;27;aug;186;16;-1;unknown;0
42;technician;divorced;tertiary;2517;0;0;cellular;27;aug;569;17;-1;unknown;0
32;technician;single;secondary;1165;0;0;cellular;27;aug;19;23;-1;unknown;0
48;blue-collar;married;primary;2321;0;0;cellular;27;aug;218;7;-1;unknown;0
58;self-employed;married;tertiary;0;0;0;cellular;27;aug;16;28;-1;unknown;0
31;management;married;tertiary;382;0;0;cellular;27;aug;43;19;-1;unknown;0
39;management;single;tertiary;816;1;0;cellular;27;aug;37;3;-1;unknown;0
42;self-employed;married;tertiary;6383;0;0;cellular;27;aug;111;5;-1;unknown;0
36;technician;divorced;secondary;54;1;0;cellular;27;aug;1642;3;-1;unknown;1
44;technician;married;secondary;682;0;0;cellular;27;aug;85;3;-1;unknown;0
58;services;married;secondary;1905;0;0;cellular;27;aug;202;5;-1;unknown;0
51;housemaid;married;secondary;260;0;0;cellular;27;aug;316;5;-1;unknown;0
30;management;single;tertiary;168;0;0;cellular;27;aug;35;13;-1;unknown;0
31;technician;single;tertiary;4979;0;1;cellular;27;aug;33;2;-1;unknown;0
56;services;married;secondary;83;0;0;cellular;27;aug;26;11;-1;unknown;0
31;management;single;tertiary;347;1;0;cellular;27;aug;59;6;-1;unknown;0
32;technician;married;secondary;616;1;0;cellular;27;aug;118;7;-1;unknown;0
57;blue-collar;married;secondary;1859;1;0;cellular;27;aug;72;5;-1;unknown;0
48;management;married;tertiary;2460;0;0;cellular;27;aug;106;11;-1;unknown;0
32;technician;single;secondary;5118;1;0;cellular;27;aug;263;12;-1;unknown;0
33;management;single;tertiary;1374;1;1;cellular;27;aug;93;12;-1;unknown;0
54;management;married;tertiary;2437;0;0;telephone;27;aug;1176;8;-1;unknown;0
50;blue-collar;married;primary;334;0;0;cellular;27;aug;79;3;-1;unknown;0
30;management;single;tertiary;-218;1;0;cellular;27;aug;13;15;-1;unknown;0
30;management;married;tertiary;0;1;0;cellular;27;aug;453;4;-1;unknown;0
54;management;divorced;tertiary;124;0;0;cellular;27;aug;119;11;-1;unknown;0
54;self-employed;married;unknown;204;0;0;cellular;27;aug;231;5;-1;unknown;0
56;management;divorced;tertiary;321;0;0;cellular;27;aug;49;4;-1;unknown;0
38;housemaid;married;primary;3918;0;0;cellular;27;aug;101;3;-1;unknown;0
45;self-employed;married;tertiary;424;0;0;cellular;27;aug;141;8;-1;unknown;0
50;management;married;secondary;0;0;0;cellular;27;aug;97;7;-1;unknown;0
58;retired;married;secondary;235;0;0;cellular;27;aug;88;4;-1;unknown;0
50;services;married;secondary;60;0;1;cellular;27;aug;151;8;-1;unknown;0
55;management;married;tertiary;1713;0;0;cellular;27;aug;88;5;-1;unknown;0
32;technician;single;secondary;109;0;0;cellular;27;aug;101;3;-1;unknown;0
50;blue-collar;married;secondary;0;0;0;cellular;27;aug;78;3;-1;unknown;0
53;technician;divorced;secondary;28;0;0;cellular;27;aug;293;9;-1;unknown;0
43;management;married;tertiary;0;0;0;cellular;27;aug;25;19;-1;unknown;0
48;technician;divorced;secondary;20;0;0;cellular;27;aug;145;3;-1;unknown;0
37;blue-collar;single;secondary;243;0;0;cellular;27;aug;167;10;-1;unknown;0
43;housemaid;married;secondary;2220;0;0;cellular;27;aug;177;3;-1;unknown;0
46;admin.;married;secondary;68;1;0;cellular;27;aug;267;3;-1;unknown;0
37;management;married;tertiary;5065;0;0;cellular;27;aug;23;19;-1;unknown;0
35;management;married;tertiary;753;0;0;cellular;27;aug;111;9;-1;unknown;0
36;services;married;secondary;84;0;0;cellular;27;aug;206;3;-1;unknown;0
53;management;married;tertiary;12;0;0;cellular;27;aug;345;10;-1;unknown;0
33;technician;married;secondary;1940;0;0;cellular;27;aug;46;10;-1;unknown;0
31;technician;married;secondary;171;0;0;cellular;27;aug;81;3;-1;unknown;0
32;technician;single;tertiary;930;0;0;cellular;27;aug;85;7;-1;unknown;0
31;management;single;tertiary;0;0;0;cellular;27;aug;448;3;-1;unknown;0
40;management;single;tertiary;27;0;0;cellular;27;aug;165;6;-1;unknown;0
50;technician;divorced;secondary;376;0;0;cellular;27;aug;142;3;-1;unknown;0
32;admin.;single;tertiary;725;0;0;cellular;27;aug;53;4;-1;unknown;0
40;technician;married;secondary;4594;0;0;telephone;27;aug;296;5;-1;unknown;0
39;management;single;tertiary;5976;0;0;cellular;27;aug;113;2;-1;unknown;0
53;management;divorced;tertiary;253;0;0;cellular;27;aug;202;6;-1;unknown;0
37;management;married;secondary;80;0;0;cellular;27;aug;155;3;-1;unknown;0
33;technician;married;tertiary;148;0;0;cellular;27;aug;15;20;-1;unknown;0
39;management;single;secondary;113;1;0;telephone;27;aug;23;9;-1;unknown;0
40;management;married;secondary;-1545;0;0;cellular;27;aug;70;13;-1;unknown;0
34;admin.;married;secondary;510;0;0;cellular;27;aug;33;7;-1;unknown;0
30;management;single;tertiary;4;0;0;cellular;27;aug;51;3;-1;unknown;0
34;technician;single;tertiary;-1;0;0;cellular;27;aug;787;13;-1;unknown;0
56;technician;married;secondary;4073;0;0;cellular;27;aug;239;5;-1;unknown;0
31;technician;single;secondary;137;0;0;cellular;27;aug;27;14;-1;unknown;0
37;entrepreneur;married;tertiary;298;0;0;cellular;27;aug;183;5;-1;unknown;0
34;management;single;tertiary;682;0;0;cellular;27;aug;472;3;-1;unknown;0
37;housemaid;single;tertiary;206;0;0;cellular;27;aug;115;5;-1;unknown;0
49;management;married;tertiary;276;0;0;cellular;27;aug;62;5;-1;unknown;0
50;housemaid;married;primary;238;0;0;cellular;27;aug;968;5;-1;unknown;0
55;admin.;married;secondary;356;0;0;telephone;27;aug;554;6;-1;unknown;0
52;admin.;married;secondary;190;0;0;cellular;27;aug;276;3;-1;unknown;0
48;management;married;tertiary;0;0;0;cellular;27;aug;203;7;-1;unknown;0
40;self-employed;married;secondary;2;0;0;cellular;27;aug;158;3;-1;unknown;0
37;technician;married;secondary;430;0;0;cellular;27;aug;154;4;-1;unknown;0
40;technician;married;secondary;4;0;0;cellular;27;aug;145;3;-1;unknown;0
47;management;married;tertiary;-315;1;1;cellular;27;aug;112;9;-1;unknown;0
47;blue-collar;married;tertiary;1707;0;0;cellular;27;aug;71;7;-1;unknown;0
54;blue-collar;married;secondary;-102;1;0;cellular;27;aug;164;7;-1;unknown;0
33;management;single;tertiary;627;0;0;cellular;27;aug;61;5;-1;unknown;0
39;management;married;secondary;0;1;0;cellular;27;aug;63;3;-1;unknown;0
32;self-employed;married;tertiary;518;0;0;cellular;27;aug;462;5;-1;unknown;0
38;unemployed;single;secondary;0;0;0;cellular;27;aug;44;3;-1;unknown;0
45;blue-collar;married;secondary;534;0;0;cellular;27;aug;104;6;-1;unknown;0
35;entrepreneur;married;tertiary;1194;0;1;cellular;28;aug;34;10;-1;unknown;0
38;technician;married;secondary;0;0;0;cellular;28;aug;82;4;-1;unknown;0
56;self-employed;married;secondary;1539;0;0;cellular;28;aug;149;14;-1;unknown;0
30;management;single;secondary;7870;1;0;cellular;28;aug;82;7;-1;unknown;0
30;technician;single;tertiary;849;0;0;cellular;28;aug;81;4;-1;unknown;0
33;management;single;tertiary;2637;0;0;cellular;28;aug;583;17;-1;unknown;1
58;management;single;tertiary;21;0;0;telephone;28;aug;315;19;-1;unknown;0
33;management;married;tertiary;1138;0;0;cellular;28;aug;73;4;-1;unknown;0
31;technician;single;secondary;201;0;0;cellular;28;aug;100;9;-1;unknown;0
50;admin.;married;secondary;715;0;0;cellular;28;aug;131;13;-1;unknown;0
47;technician;married;secondary;65;0;0;cellular;28;aug;118;8;-1;unknown;0
33;management;single;tertiary;5943;0;0;cellular;28;aug;81;8;-1;unknown;0
48;admin.;married;secondary;844;0;0;cellular;28;aug;12;21;-1;unknown;0
32;management;single;tertiary;2629;0;0;cellular;28;aug;77;4;-1;unknown;0
33;management;single;tertiary;0;0;0;cellular;28;aug;236;10;-1;unknown;0
46;services;married;secondary;-11;1;0;cellular;28;aug;74;6;-1;unknown;0
43;technician;divorced;secondary;-278;0;0;cellular;28;aug;103;8;-1;unknown;0
33;technician;married;tertiary;0;1;1;cellular;28;aug;94;6;-1;unknown;0
58;retired;married;tertiary;136;0;0;cellular;28;aug;211;6;-1;unknown;0
30;management;married;tertiary;549;0;0;cellular;28;aug;59;8;-1;unknown;0
59;management;married;tertiary;1585;0;0;telephone;28;aug;91;5;-1;unknown;0
30;technician;single;secondary;0;0;0;cellular;28;aug;102;10;-1;unknown;0
41;management;married;tertiary;2676;0;0;cellular;28;aug;210;4;-1;unknown;0
32;management;single;tertiary;1134;0;0;cellular;28;aug;85;4;-1;unknown;0
31;technician;single;secondary;1510;1;0;cellular;28;aug;74;14;-1;unknown;0
38;technician;married;secondary;-104;0;0;cellular;28;aug;13;17;-1;unknown;0
31;management;married;tertiary;357;1;0;cellular;28;aug;104;5;-1;unknown;0
58;retired;married;secondary;-146;0;1;cellular;28;aug;192;8;-1;unknown;0
41;technician;single;secondary;294;1;0;cellular;28;aug;150;14;-1;unknown;0
32;technician;single;secondary;17;0;0;cellular;28;aug;17;15;-1;unknown;0
60;blue-collar;married;primary;1138;1;0;cellular;28;aug;116;4;-1;unknown;0
31;management;married;tertiary;13;0;0;cellular;28;aug;110;5;-1;unknown;0
39;management;married;tertiary;45;0;0;cellular;28;aug;148;4;-1;unknown;0
58;management;married;tertiary;0;0;0;cellular;28;aug;67;19;-1;unknown;0
56;retired;married;primary;-123;0;1;cellular;28;aug;146;3;-1;unknown;0
34;management;married;tertiary;630;0;0;cellular;28;aug;54;8;-1;unknown;0
52;blue-collar;married;primary;-27;0;0;cellular;28;aug;51;8;-1;unknown;0
36;technician;married;tertiary;52;0;0;cellular;28;aug;101;10;-1;unknown;0
44;technician;married;secondary;-102;0;1;cellular;28;aug;65;4;-1;unknown;0
34;self-employed;married;tertiary;0;0;0;cellular;28;aug;730;11;-1;unknown;1
43;management;single;secondary;465;0;0;cellular;28;aug;78;12;-1;unknown;0
36;technician;married;secondary;2473;0;0;cellular;28;aug;965;4;-1;unknown;1
55;technician;married;secondary;3207;0;0;cellular;28;aug;85;12;-1;unknown;0
32;management;married;tertiary;2213;0;0;cellular;28;aug;73;7;-1;unknown;0
46;housemaid;married;secondary;505;0;0;cellular;28;aug;26;7;-1;unknown;0
42;technician;married;secondary;29;0;0;cellular;28;aug;53;11;-1;unknown;0
32;management;married;tertiary;678;0;0;cellular;28;aug;13;15;-1;unknown;0
39;technician;married;tertiary;-204;1;0;cellular;28;aug;144;4;-1;unknown;0
43;management;married;tertiary;228;0;0;cellular;28;aug;47;18;-1;unknown;0
32;management;single;tertiary;27;0;0;cellular;28;aug;146;3;-1;unknown;0
45;management;married;secondary;2873;1;0;cellular;28;aug;30;16;-1;unknown;0
34;entrepreneur;married;secondary;456;1;1;cellular;28;aug;137;8;-1;unknown;0
51;technician;divorced;tertiary;0;0;0;cellular;28;aug;84;7;-1;unknown;0
34;unemployed;married;tertiary;473;0;0;cellular;28;aug;94;11;-1;unknown;0
34;management;single;tertiary;1070;0;0;cellular;28;aug;91;15;-1;unknown;0
40;technician;single;secondary;872;1;0;cellular;28;aug;71;4;-1;unknown;0
44;entrepreneur;married;tertiary;3463;1;1;cellular;28;aug;210;3;-1;unknown;0
51;management;married;secondary;1573;0;0;cellular;28;aug;72;18;-1;unknown;0
51;blue-collar;married;primary;-272;0;1;cellular;28;aug;121;5;-1;unknown;0
52;management;married;tertiary;168;0;0;cellular;28;aug;165;4;-1;unknown;0
57;management;married;tertiary;75;0;0;cellular;28;aug;260;5;-1;unknown;0
36;management;divorced;tertiary;0;0;0;cellular;28;aug;81;4;-1;unknown;0
33;technician;married;secondary;264;0;0;cellular;28;aug;180;4;-1;unknown;0
53;services;married;secondary;2262;0;0;cellular;28;aug;116;8;-1;unknown;0
57;management;married;tertiary;561;0;0;cellular;28;aug;54;8;-1;unknown;0
32;management;single;tertiary;36;0;0;cellular;28;aug;108;7;-1;unknown;0
57;blue-collar;married;unknown;3196;0;0;cellular;28;aug;161;4;-1;unknown;0
31;management;married;tertiary;-6;0;0;cellular;28;aug;198;6;-1;unknown;0
30;technician;single;tertiary;0;0;0;cellular;28;aug;262;6;-1;unknown;0
56;retired;married;primary;556;1;0;cellular;28;aug;102;4;-1;unknown;0
37;management;married;secondary;58;0;0;telephone;28;aug;75;20;-1;unknown;0
35;technician;married;secondary;0;0;0;cellular;28;aug;19;14;-1;unknown;0
41;management;married;tertiary;1559;0;0;cellular;28;aug;74;7;-1;unknown;0
34;management;married;tertiary;3486;0;0;cellular;28;aug;23;10;-1;unknown;0
44;management;married;tertiary;3762;0;0;cellular;28;aug;125;12;-1;unknown;0
40;technician;married;secondary;170;0;0;cellular;28;aug;12;24;-1;unknown;0
31;management;married;tertiary;3;0;0;cellular;28;aug;12;17;-1;unknown;0
41;technician;married;secondary;801;0;0;cellular;28;aug;65;4;-1;unknown;0
32;management;married;tertiary;2431;0;0;cellular;28;aug;19;19;-1;unknown;0
37;management;married;tertiary;839;0;1;cellular;28;aug;87;11;-1;unknown;0
33;technician;single;tertiary;0;0;0;cellular;28;aug;56;2;-1;unknown;0
33;management;married;secondary;333;0;0;cellular;28;aug;80;6;-1;unknown;0
52;management;married;tertiary;-542;0;0;cellular;28;aug;80;2;-1;unknown;0
49;housemaid;married;secondary;500;0;1;cellular;28;aug;105;2;-1;unknown;0
53;housemaid;married;primary;42;0;0;cellular;28;aug;81;4;-1;unknown;0
54;services;married;tertiary;0;0;0;cellular;28;aug;282;2;-1;unknown;0
59;management;divorced;tertiary;866;0;0;cellular;28;aug;46;3;-1;unknown;0
30;technician;single;secondary;1052;0;0;cellular;28;aug;147;2;-1;unknown;0
34;technician;single;tertiary;-6;0;0;cellular;28;aug;79;8;-1;unknown;0
42;management;married;secondary;-105;1;0;cellular;28;aug;60;2;-1;unknown;0
59;management;divorced;tertiary;51;0;0;cellular;28;aug;129;2;-1;unknown;0
42;management;single;tertiary;1608;0;0;cellular;28;aug;13;21;-1;unknown;0
